"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250"
"11",79588,93036,196929,85494,38065,184664,176292,188979,196929,189781,185747,185747,179482,80216,176830,115686,184663,176358,195279,189782,68053,68054,178743,189501,178805,177008,135700,185749,190735,93030,178109,80712,190331,176357,174717,185598,184675,178883,189122,176310,188978,189501,174626,179622,188978,77197,178202,184672,180787,86303,177585,174736,86297,84824,190330,86356,176504,184674,176923,189315,189507,178198,190565,180807,177606,144272,86285,81115,184666,171378,184675,176339,86282,178478,180807,189316,184669,190568,189781,171354,189402,79588,84914,85494,85512,178869,185605,176358,85564,184665,184673,174454,178866,84714,184664,80225,179653,178867,86280,181520,189331,177606,86299,86276,115685,80220,114631,85489,175565,176310,179653,85512,185605,184666,188978,93016,175565,180807,176307,85565,180677,98601,86296,174454,177008,115686,175331,185750,176501,84836,93026,177606,84824,174392,189782,85561,181803,177606,85512,92909,85565,86299,180868,176358,187752,149692,178053,184661,195279,188979,93036,174736,174626,79811,176310,85565,190567,80220,178883,177606,175554,189331,189500,98601,171384,68053,80216,176357,189314,176916,174392,178740,187752,176358,171376,28854,80064,184677,189402,174392,184600,188676,185749,22661,176311,149692,189315,189499,86276,187928,85489,85557,180782,176923,189500,176313,115685,179590,119783,93035,114631,178127,185601,185601,178882,179622,180878,92907,179072,185598,135698,187752,179590,178742,86280,135700,196930,188978,149622,196551,187938,86484,80826,175556,178200,189503,149692,79811,178127,86296,93027,28855,176309,178869,149622,196931,175331,176308,178127,86280,85948,185599,178879,86286,85565,180462,180461,190045,86302,175554
"12",178127,178806,189331,178202,185601,115686,177587,144682,178201,180462,174392,178127,178866,174622,79811,86276,86356,37202,171337,178883,178869,93025,93036,178523,85512,175554,178867,124277,185598,189505,174626,85484,185595,185595,193000,80225,81115,176916,176339,86356,86280,190565,189500,149692,176358,179072,86279,176919,185750,88618,184661,86356,178200,85505,185746,85505,189503,85483,80826,185596,116452,174454,190061,176291,189402,171354,184674,178870,85948,178883,176309,86297,188978,135698,171379,178869,190330,189499,181611,184670,93026,84914,189122,178202,85488,176331,178805,93025,80826,189507,176501,85512,176358,86279,176916,27952,176916,188676,124277,177585,179653,190061,80826,184674,180677,190061,80216,175331,185749,189331,176357,196929,184666,189315,174392,178869,184661,89607,93030,180807,174717,85505,93536,179653,176331,189400,85483,184664,178740,178742,28854,92323,185746,178740,180677,85490,86257,196930,189314,86276,189400,180782,114631,196929,80064,181090,177606,174717,185594,190331,86484,119783,85488,176310,175565,195280,178805,115685,84824,77197,28065,114631,85483,189781,85506,86257,176307,190331,189331,179072,178198,86278,189315,178743,181609,190568,185602,178523,174734,196931,178883,79588,176313,68053,175554,27160,38065,175554,171337,176309,27952,77197,175556,178478,93016,171379,34816,196930,184670,174626,184665,196929,79811,185601,184669,38065,175554,180807,189502,185746,190061,185597,80826,181090,189400,185596,188979,185606,178803,180880,185750,174454,185750,86299,27952,190061,181803,181090,84714,86299,185747,189331,184666,189495,184661,190330,177008,68054,171376,181611,171355,176291,178109,38065,176830,176313,38064,27952,85484,178198
"13",187938,189501,186803,189316,178743,115685,38065,189507,80826,176916,86276,184599,120215,179622,180347,186803,176919,86298,85483,196551,178805,190330,86275,86302,184668,175556,175565,178879,176504,85484,180677,189499,185598,185594,175556,181520,185605,93025,176504,174422,144271,185596,176357,184667,80223,178803,80220,178201,185605,176291,189505,189400,80223,175565,171025,92323,185597,184666,185596,176358,180880,190061,189500,189500,179653,178109,80712,176504,179653,185600,196551,196931,116452,114631,171025,178803,135698,84914,93034,184677,177008,80220,178743,176923,184677,180807,135700,185605,86282,180461,78694,178694,188979,180878,184666,93027,86285,176307,178128,93025,185595,178867,116452,171355,84824,189502,187939,84824,175565,80826,184663,176309,178109,174736,171025,175556,196819,27952,27952,93207,86284,174392,27952,84914,171025,171378,190567,34816,93036,181520,188978,28065,171376,178109,79588,177606,135698,190061,85512,184666,86278,185747,185746,185596,79588,185606,93034,78694,93034,189505,189402,180878,93033,178053,185600,120215,178805,196931,119783,78694,178883,185599,190045,189125,184677,178478,144272,188979,190330,92323,86258,124277,93026,124277,185599,68053,86284,28855,79588,187752,184677,180807,28855,176501,85557,144682,85564,68053,68054,189315,185605,178882,86346,88618,189505,93027,181090,80216,22661,86297,135700,184668,86280,189499,177544,184672,189499,185605,28065,184672,177606,77197,189401,178053,189122,185749,144271,185601,178113,189782,185750,181090,86299,85490,177587,131112,181803,86286,178105,188676,28854,86286,178879,177008,171379,178805,116452,190334,174454,193000,185604,178867,149692,196931,34816,179622,171355,85489,189532,187928
"14",196551,189314,189495,68054,28065,174666,34816,92907,189532,184677,81115,196931,185597,86299,180677,184676,180868,190061,38065,178803,174622,85512,176339,86279,80225,184661,196819,189402,77197,80064,174392,174734,85488,80219,189502,85564,190061,196929,124277,171354,178740,180868,189502,86346,185745,174736,86356,93016,178743,184660,185601,184660,176331,171377,171355,185605,93035,187939,187752,27160,176916,85494,177606,85557,78694,80225,135700,184599,135698,80220,174392,189315,88618,178883,185600,38064,180782,38064,190567,185603,178740,178879,185747,28855,85506,176310,189402,119437,93034,37202,178870,86356,22661,86257,180880,176357,184666,178805,176309,85489,185606,171377,114631,174422,185601,171378,179335,179335,185600,135698,189125,180878,185594,185747,86297,34816,68053,185597,176292,176315,175565,178202,180807,187752,178523,185606,86285,185747,115685,184669,196931,187938,189504,189496,196928,188676,77197,174454,180787,28854,178734,115686,180868,88618,178053,178694,88618,196929,86484,189122,86300,184676,189532,185603,176357,175331,84714,119437,176313,176331,184660,86346,86299,93026,189571,86303,178478,93030,174626,189316,189532,176307,86484,184676,86258,68054,176504,80572,185595,175331,176501,180880,184669,92907,180677,184670,179653,80826,175565,185595,185749,174734,184674,187939,92491,171379,85564,184663,68053,184669,80223,176358,176501,93207,180677,189495,80064,177008,80225,184666,174734,178053,93035,178201,171379,184660,85489,80219,178867,175565,28065,176357,176331,86303,93026,174422,189532,149692,80225,80826,116452,185600,189314,79588,171377,178694,116452,176916,178734,185603,174717,86258,144682,86346,189331,184675,178202,177587,185748,178867
"15",149692,178109,119437,180787,34816,180878,68054,178803,189781,85565,93036,176313,144271,188978,80219,174392,179335,190045,176307,116452,181803,178830,86301,184674,144272,177544,177008,178523,174392,174736,171378,171379,179072,85489,178805,178128,86303,171025,190567,181611,185746,86257,174622,185596,174626,184670,179622,176313,176309,189502,178694,185596,190331,93035,184662,175556,93026,85484,176923,180347,176307,190735,81115,85494,177008,187928,171377,174666,86276,185595,34816,86356,177585,189502,86301,176310,178806,184666,176310,184673,119437,28065,185598,178128,176357,181520,174392,86298,80225,189331,178883,196928,149620,185597,79811,178200,181803,189314,88618,189501,178478,180878,179335,131112,178879,86296,84824,86286,119437,184664,188978,178202,189495,80223,185598,88618,93033,92491,180347,86278,179482,178865,180868,189495,185748,176310,178740,80219,176309,185595,176501,176308,189782,80223,80712,190045,174626,86346,86484,86278,178882,189125,178879,185746,178867,85512,178744,149692,176315,115685,93027,80225,189502,190565,28065,178743,185594,86346,176504,184661,184676,171384,180787,38064,176307,185605,181803,184668,185745,178523,185604,86302,184600,180807,195279,28854,93036,184668,85489,171025,179622,178743,178879,92323,189401,171378,180880,86276,80225,189532,195279,196819,174422,28855,176331,171354,176357,190330,144272,178274,85512,92491,189315,178883,178200,178109,85512,176309,37202,119783,149622,184673,184667,184664,81115,185602,184675,93036,86301,189506,189401,185598,185601,37202,86299,149692,185595,88618,189125,144682,178478,176916,184672,189400,80220,178742,176313,184672,196928,185605,27160,174717,81115,180677,176916,27160,27160,176504,184673,184662
"16",119437,80826,80219,189400,195279,89607,178053,178128,85488,80572,86280,176310,86286,68053,190567,184677,80572,175554,176309,184670,176308,176339,189400,79811,184676,190330,187752,189781,178113,181803,92909,178128,34816,80223,114631,86297,171337,86286,180880,178109,79588,80064,178870,195279,86275,185745,149620,178113,190735,178867,93033,178128,189314,196928,116452,178053,176357,93025,174717,190735,188676,144272,180880,85506,174622,184670,176830,178202,85512,180462,171025,185596,185597,184667,131112,180807,92909,86301,135700,176923,189501,176307,189502,174454,174622,93016,174666,189315,180347,184665,178882,116452,28855,171379,184677,86484,86285,171377,120215,178740,185594,81115,79588,185599,185599,184670,190556,178865,135698,174454,184669,120215,178200,184667,178867,68054,184663,176307,178869,77197,176292,185601,93026,189506,174626,92323,77197,181520,189501,116452,196930,176291,180880,184676,189782,178734,174422,176315,193000,86303,174622,178867,180878,187938,179653,189331,149692,185602,185606,188676,178128,184666,181803,180347,180462,84824,178806,84714,176357,189401,144682,85565,178105,187939,28065,136494,178866,181803,93016,184672,181609,179653,79811,189402,190735,171355,174622,189495,136494,184677,184662,80220,185602,181803,86279,93036,88618,185604,77197,174734,178869,189532,86286,79811,185604,178744,178744,176358,184664,176309,92323,181611,178740,89607,176923,85506,177008,80712,171354,149620,189315,185594,176310,178806,179072,85483,93207,176291,178200,189125,80216,85505,186803,178109,119437,189504,196928,86303,86300,178202,189781,81115,92491,93035,86299,176504,196931,86297,180787,144272,180807,180880,189781,189781,180677,185749,85489,178870,85494,85494
"17",80216,178740,176923,190334,178053,196928,176504,189402,86286,180462,179335,93030,86302,178201,178200,178113,178806,93036,178803,178866,179590,89607,93030,80225,189571,175556,28065,175554,176315,37202,184669,177587,86346,178198,196551,80826,196928,177587,196819,185601,86484,85490,86302,185746,189331,116452,184660,178830,189571,84714,93026,85565,144272,189507,196931,81115,190567,85561,184668,174717,189571,178109,116452,80220,184675,176309,178803,136494,185603,92909,144682,27952,38064,93016,195279,178734,176358,93536,85494,81115,176339,180461,176919,190334,176339,178830,184667,149620,174666,88618,189782,86484,178882,85948,177587,171355,85512,175566,144272,176501,176310,176309,115686,180878,179335,177544,189402,88618,86299,85561,189316,178744,178744,178105,180677,189125,178105,80826,178805,184599,131112,176916,189401,178867,178830,86300,195279,180347,185750,189122,98601,178867,180807,189502,178866,180880,28065,86280,174454,86346,177606,185598,184668,177585,178870,180462,189122,87004,80220,185606,114631,176311,190045,175331,189782,149622,176307,22661,196930,178694,84914,174392,184674,135698,189501,171025,179072,185597,189781,185597,86301,176357,92909,195279,176830,196819,84836,178866,189331,176315,176331,86258,171378,181609,86301,149692,196819,86285,178803,189782,27160,119783,190334,86285,80220,84836,196929,93034,178109,176923,176291,86301,119783,93016,85564,188978,85557,178128,116452,171377,189506,180880,80223,178127,78694,177585,85483,93025,176504,179590,93036,189495,84824,79811,187928,86484,22661,93026,178870,180782,124277,68054,190331,179335,135700,116452,119783,190735,178882,185745,176292,68054,85561,85490,85489,178740,177585,68053,181520,176307
"18",178744,86356,119437,89607,195279,185605,68053,93036,175565,179482,180878,85564,196551,93035,181803,84714,80826,178869,180868,144271,85505,175566,78694,189500,86296,80064,80223,188979,178865,184673,185595,85490,92323,176311,177587,176315,176357,185747,184666,189502,189506,86276,174734,185602,178743,185604,185598,175331,176916,80572,87004,116452,189400,180868,86297,78694,177008,84714,189781,86258,86280,80826,89607,79588,171337,80220,80219,184675,34816,174454,179482,86284,144272,171377,93207,79811,185601,175554,86258,189495,177585,86258,190568,180878,85505,178744,80712,177606,189496,89607,171379,196931,177606,85488,171379,176916,80219,181611,184665,86303,185606,196928,188979,178806,178105,184672,187938,189496,80064,184670,196931,184664,184664,178109,28854,195279,86302,181609,144271,185599,189502,179622,184673,176291,149692,180868,86285,181090,179482,115686,181090,86279,178202,189316,178743,93027,189496,86275,185600,176916,174622,86285,180807,93025,186803,178127,181609,174717,86285,38064,189122,178053,93207,181609,38064,22661,176308,176291,180787,84836,184600,80216,187938,68054,174392,189499,86275,178274,93035,180347,93027,176292,135700,175556,185601,190567,98601,190556,184670,171337,86300,81115,85557,135698,185747,86279,180461,144272,176358,86278,79588,176357,188978,189504,144682,86302,175565,135700,178198,86484,176830,185603,179335,187939,93026,86299,89607,89607,185745,174736,185746,34816,119783,185601,34816,190556,179335,189504,174734,120215,187939,175566,178694,178879,185748,189782,80225,38064,171377,86301,187752,131112,184673,85557,85490,93035,189499,189503,184662,174736,178478,195279,189125,86356,187752,171379,190565,180462,38064,195280
"19",177544,80223,93207,185601,181090,177008,85948,175554,189122,184676,189501,177544,80219,189501,196928,185596,27160,185601,189532,115686,68053,185605,174422,175565,124277,180807,86296,86300,86296,171337,84714,77197,189782,185604,27160,175565,87004,189496,185745,184669,178869,86286,189495,81115,85490,180787,185749,176313,68054,189496,180787,79588,178105,85948,196928,190568,80220,189532,178202,80826,149692,174734,119783,185604,86302,120215,185745,92907,180807,85561,80064,88618,184674,181520,86279,176339,149620,174626,178200,85483,185602,174666,131112,178127,187938,86301,120215,185750,189495,189316,87004,86275,184675,86300,190334,189571,136494,178879,184677,177585,85489,93207,171384,38064,184673,27952,174717,86296,189502,119437,190045,38064,176307,37202,176315,185601,189501,184666,195280,178879,184677,176309,171354,178830,189571,184664,149622,178805,178478,187752,190330,80712,185603,171337,174422,80225,80223,189496,189532,93016,189125,196551,189314,22661,189316,177008,171025,149692,178105,179653,180461,85512,196551,80220,187752,85561,85557,185597,190045,27952,184665,93016,180880,184676,144272,176919,86299,79811,195280,178742,86297,93033,196819,179653,185601,196819,178694,184600,174454,189500,177544,80712,184669,86278,178198,131112,86282,185606,174422,80712,184665,187939,89607,181090,176291,171384,85565,86275,86284,179622,85557,195279,86297,189316,189503,86282,196928,176311,93016,86276,180878,171376,189496,174717,85489,178127,177606,175556,190556,178105,86296,93036,184666,86258,178200,189401,177585,119783,189782,180347,184669,171377,136494,92491,80572,86280,119437,180878,189503,178201,185597,27952,185602,176309,120215,190334,171384,189402,92909,89607
"20",175566,78694,179072,86484,185747,189532,185597,190331,180782,86284,189571,28855,178866,187752,85489,171378,185747,171337,176308,190567,85494,85561,176830,185746,28065,86303,178105,180868,177585,185746,144271,178805,177585,184669,178478,86299,178105,189122,85494,174717,176292,174717,184668,185596,180787,85564,93536,188978,181090,188978,178694,176307,189501,28854,184666,28854,93030,193000,190567,190330,178882,189532,80064,190061,120215,178882,187938,78694,171376,189571,178694,196931,184660,176339,180807,178523,85488,190556,171379,80219,185745,185748,86297,185595,188676,179072,85489,98601,188978,175565,190045,85490,179653,189781,178883,79811,178109,188979,190061,77197,84824,175554,195280,85948,176310,98601,180347,188979,85490,171354,184665,149692,178803,85565,189502,88618,187752,86299,85512,178866,92909,184676,184662,176291,178830,174626,93034,189571,171376,181609,184677,86284,28855,85512,180880,136494,196929,38065,176311,187939,180461,93035,93036,190735,179653,28065,86279,80572,178694,189506,180787,189781,93536,92907,86298,185597,93016,81115,93027,135698,174454,189316,80826,178870,85564,184666,78694,185603,178806,189315,28065,84836,176339,174666,180880,68054,28065,93033,38065,185748,187938,92907,171379,189502,93025,171377,80572,84836,184675,185595,92907,176331,184669,178523,178866,190331,89607,189500,85506,195280,176923,189316,79588,178803,180807,86275,187938,189314,174454,174736,184599,80220,175331,171337,184675,86346,181520,144682,186803,176331,196931,38065,178883,196551,176357,85564,86278,116452,178201,179335,177587,195280,176292,178694,86346,80220,92491,177587,85483,79588,171355,185749,131112,175556,184668,189499,178113,189314,80572,184665
"21",28855,195280,93016,149622,85494,189500,34816,178803,85490,187752,144271,179653,176504,184670,185745,86285,189501,180787,184661,184599,185606,37202,190565,176830,178478,185598,85505,85483,184600,179482,179482,178109,176501,196930,196929,178882,85557,189532,189781,189507,85506,180782,189401,178744,85484,174392,189315,92323,178806,98601,187928,174626,27160,93030,131112,184670,171376,190568,181803,185598,174626,176501,176313,171354,85506,178743,184677,184673,184675,189331,180782,22661,176923,179072,176310,171355,195279,92907,190334,176916,185750,84914,196929,190331,189571,184660,84836,85564,80712,84836,93207,178867,171337,185595,180880,184675,189125,178128,84836,181090,80826,178523,185600,185745,80216,80572,179622,189505,178882,180462,176308,189507,176339,178200,85488,178865,184672,175565,22661,77197,176315,86297,190330,171377,178202,85948,184674,189496,86280,174622,179072,190565,178867,92907,190334,185603,185600,189315,180677,184676,184600,175565,180677,189496,178202,190331,37202,86284,178882,177606,86285,174736,178830,86303,85494,196930,86286,181611,37202,179072,81115,190330,85484,177585,184663,185595,84836,181520,174717,184661,185749,180782,178744,178882,93025,171378,92323,86257,178202,85494,84824,93016,177587,187938,86286,178879,86346,185600,185600,176916,85564,86278,86258,189402,178742,135700,178734,175554,178830,189501,176308,171378,189505,28854,86297,190061,178743,185749,179622,178882,93030,184667,178866,180880,179072,37202,144272,190331,185750,189496,189496,85489,178805,85489,178198,185750,171376,184670,92907,175554,187752,120215,93026,86346,187928,176315,86299,179335,178806,28065,171379,176331,185595,85488,189331,190330,174454,84824,176358,185749
"22",189122,92909,178734,27160,85490,195280,176358,93030,185750,174717,80225,188978,196930,84914,189503,86257,176919,77197,34816,93035,185747,189500,135698,179482,98601,179622,171354,84824,189499,178805,189402,86275,135698,175554,184665,93207,178105,178734,93027,181803,178113,179072,38065,176331,181803,180461,131112,85489,93016,85948,178478,115686,34816,178867,85505,184669,189571,84714,184673,135700,185594,184672,85494,178803,93536,93016,184663,178805,178865,189316,174454,86302,86346,180462,85561,178053,171355,176310,149692,85488,180461,86257,178201,185603,190045,174717,196928,86303,176916,196551,185599,180880,85564,149622,171379,180462,184675,187938,171355,176315,190568,176919,174454,85948,136494,185746,174626,93016,149692,181803,85564,116452,189503,175566,185594,175556,144682,180880,179335,179653,184600,190331,181609,180347,174717,193000,185598,174717,80225,176309,171384,178105,176919,184667,190556,178740,176292,180878,174666,85564,84714,184661,85505,185594,175566,120215,116452,188978,174454,175554,85488,93033,176504,86297,184677,68054,176315,92323,86301,176339,184668,176310,80220,171384,178128,86302,86300,171354,149620,178109,178742,185750,180461,80712,86297,79811,144271,187752,86346,86484,176292,144682,179590,93034,176501,119783,86258,189400,176339,179590,28065,171376,188978,178694,176357,185604,193000,175556,178740,178201,189504,178202,78694,178694,196930,181520,92323,80220,176830,178127,195280,190735,180878,85490,93207,178198,178865,38065,28854,85506,174422,149622,80064,174666,178202,135698,184668,84836,180347,171337,27160,188676,189402,185601,79588,178742,184675,184669,120215,181611,181803,189502,93033,190565,179335,85565,175565,196928,193000,85506
"23",177585,185601,176916,28854,115685,176339,189331,193000,184677,85557,184668,189506,86257,85484,131112,93026,185604,85483,85512,177585,178867,86286,178198,80572,85506,171379,85483,189505,86299,189125,68053,184676,179590,179590,178879,187939,89607,86284,190330,93016,114631,93034,185604,181090,34816,196928,180677,181090,184674,196930,93207,92491,115686,185750,184667,189315,189400,80064,176292,86279,174666,180868,178879,174666,174666,86282,189315,185747,175554,174422,84836,171376,174736,185600,79588,171378,181609,184673,179072,86299,185748,175566,115686,181611,185604,176830,171355,188979,80220,178879,80225,176358,184673,185605,178740,189782,89607,93536,86302,178113,176830,178200,27160,185606,180782,178113,86279,86303,184666,189501,86258,144682,86299,80064,185604,184669,116452,184662,190061,178128,176358,85512,190334,80223,178805,86297,180677,174422,176357,180347,176916,188676,185747,190331,79811,149692,135700,86257,188978,190045,131112,178806,185750,184666,178882,171355,68053,196551,86275,86285,185596,176504,115686,86299,179590,184600,85505,176309,86298,92491,189782,185594,178870,93016,179335,185603,178742,178805,85483,178879,184675,176916,187752,93036,80223,178744,93016,189502,92907,180461,185606,184670,178869,88618,144272,119437,93030,176916,180782,181609,189316,178274,188978,80225,114631,188979,38064,184676,171384,178113,171025,85489,190331,86279,86285,178806,190061,84914,84836,86298,85561,171376,190565,86296,171337,187928,184670,176501,119783,175331,178523,181090,196929,85494,179072,178198,115685,171376,175556,184677,85564,187752,181520,174392,135700,80220,176309,189500,93033,85506,181090,176310,195279,89607,93207,174392,176919,181611,196930,80220
"24",131112,180787,180880,131112,86286,189782,176291,189532,189331,184669,119437,181611,178867,185606,178869,176830,85512,179590,149622,171354,177008,179072,149692,171379,187939,190568,189331,176308,174666,86285,189315,178200,27952,86302,171025,178274,86303,80064,86280,84824,136494,176331,84836,189782,196929,176357,176501,189125,190045,184663,187928,149692,188676,85564,178806,178202,79588,184670,189532,176307,178734,174392,80223,185604,93034,38064,85484,68054,80225,93536,85948,176357,175331,187752,180878,189782,187752,185748,89607,178694,176357,86275,93025,180347,185604,189315,184663,177585,114631,180461,136494,189781,189401,196551,185600,185601,196551,85494,178128,179590,85490,189781,174422,184673,119783,85561,189125,85512,171025,174734,176830,37202,185598,93035,190045,184662,27952,77197,185747,178742,174736,179335,149622,171378,135700,114631,92909,176923,93026,98601,187939,88618,174422,189315,180461,187938,92909,180880,184676,79811,178109,184676,184667,184664,189500,187928,93025,93536,179622,79588,190567,87004,93034,180462,87004,93027,178806,85484,171378,176310,178869,179653,89607,189507,178867,176292,178883,176310,185597,149692,37202,178053,115686,178127,196930,184669,187928,184667,196928,80223,93025,189507,28065,176307,189504,85506,185597,176923,86279,87004,85561,176311,119437,178803,176331,185749,85561,175554,80219,189781,176501,116452,86297,178694,124277,175566,79588,144271,177008,177585,79588,171337,93026,178274,189331,181090,93025,85512,190556,171379,184673,79588,84824,80223,188676,86275,174454,86297,185603,178113,144271,176501,93033,196929,178866,85494,180462,37202,184677,175331,85564,80223,144682,175565,178109,149622,86299,171337,178740,92491
"25",184660,85948,86302,177587,185599,188978,93536,180807,184666,177606,185606,86356,86258,179335,85948,80225,178866,184599,93016,174626,189314,180868,181611,185747,184676,180347,181609,85948,84714,178523,178743,178200,175565,184676,189532,189496,34816,184664,93536,189782,80225,190331,189315,85490,86282,115685,80572,80572,196930,189503,171355,179622,92909,185601,86284,184600,93025,86282,177587,86297,85561,85512,189506,189125,85494,80225,98601,185601,195279,189500,88618,184677,190567,185600,189781,189506,178866,185606,149692,92909,177587,189125,178053,86284,174734,171376,190045,189501,171354,178734,180782,84836,189125,86278,177585,189502,92909,178200,175566,28855,92491,184670,179482,86257,175554,86258,80219,184668,178109,176504,149622,171379,93027,78694,176504,185748,190735,196929,180880,189781,187928,176357,175556,176916,93030,85505,174717,80225,184600,195280,178109,176923,189501,189400,185605,177606,185750,135698,185745,175331,185597,180868,185605,189495,184600,135700,124277,175565,92323,86279,184669,178869,80220,92907,176313,178523,179072,86303,179335,189782,178870,180782,68054,37202,177544,93035,184668,189504,171378,189495,174392,185749,177587,93016,175554,189501,188676,176308,86257,131112,179072,189504,84824,185599,190061,184664,79588,185606,189507,176291,178127,174717,87004,86346,174454,190045,86286,171025,184662,174736,176292,178274,85948,177008,86302,174454,178127,196929,98601,185601,86278,175566,174422,79811,189125,185602,181520,178869,190330,135700,184599,185749,119437,178805,80223,79588,177544,27952,179482,136494,28854,180878,190061,178109,189502,171378,115686,185597,184676,144271,179622,86279,185599,85490,185597,120215,180868,189315,88618,185606
"26",38065,171376,196551,184666,144271,189122,135700,178201,119783,34816,80223,176331,176339,119437,178113,196931,93034,86303,181611,185600,179335,196931,85557,189782,174666,80064,68053,178743,185606,80712,175566,86299,176308,86301,28065,189401,86299,177587,171379,175566,176358,86298,85484,84914,176313,178867,171379,179482,185750,86356,185747,177606,86282,196930,86356,187939,80223,86285,22661,190330,189503,185599,189501,86346,80216,188676,189122,184669,188676,86284,86299,37202,119437,38065,185600,180787,88618,80216,174626,38065,196929,178127,185605,175566,119783,178805,189495,149692,80220,178870,179482,189503,190567,181609,196928,85488,184677,181520,86278,80216,176504,131112,180787,174736,176919,185600,176358,80826,92907,176309,189331,38065,189504,171355,178865,185599,190565,174736,190330,171355,144272,176358,81115,93026,180461,196930,181611,196551,180880,185747,181609,174626,185748,196928,86303,175565,38065,176358,171384,188978,86258,98601,174666,190045,177585,93030,136494,86356,85489,180462,180782,120215,190735,185746,181520,189314,178882,189496,86296,85494,185748,68054,190334,171377,184663,93036,180347,180347,80220,93536,86282,185606,179653,185745,86297,178743,184667,85490,93025,176339,86300,86300,171376,178105,34816,178128,176331,86300,171376,176923,189331,178127,176291,84824,87004,185750,86346,34816,176339,195280,185747,190735,178113,189571,144271,86285,187752,86300,80216,185597,93034,181609,171378,116452,85564,174626,185603,79811,188978,189122,37202,184664,176307,180880,189125,185747,22661,37202,190330,190735,93034,92491,131112,178803,178694,196929,92323,180787,116452,184667,174626,86356,86280,185598,180787,86258,176357,176504,187752,177606
"27",93027,176307,195279,93034,89607,81115,189782,185750,174736,98601,79588,80219,185606,196819,176308,89607,176309,86276,174666,86300,181609,114631,176308,28855,144271,149622,93026,85484,176292,93036,178734,176313,185750,93027,80572,80220,189402,185599,86301,80064,175566,98601,115686,177544,98601,178734,93033,185749,180462,84714,189782,175565,178742,176358,189125,184673,189496,174622,135700,93025,181803,88618,86282,68053,68054,178523,85506,180807,178198,179482,174666,115685,180787,27160,80572,178830,184677,92907,176501,189782,189499,86278,178883,178743,185599,184674,188978,86299,181090,190045,178478,178109,190045,124277,144271,86282,184664,149622,85489,85494,176339,131112,196930,85494,93016,189503,78694,86299,174666,149620,185595,176307,196551,86275,174454,176919,85561,174622,180868,184667,189782,185750,28854,28855,93035,175554,184669,186803,176315,189400,89607,178883,190061,86275,93026,79811,86282,184665,174666,189781,190334,178806,180868,86484,38065,189402,84714,185745,185750,181090,184672,68053,188979,86280,176308,186803,86258,188978,85565,86284,189504,189402,176830,176308,190735,188978,174392,80572,80712,178882,179653,85488,86297,86286,174666,79811,178113,184661,81115,86284,85557,185602,196551,85505,93027,179335,93207,178740,184600,189782,149620,135700,178744,185749,116452,174622,190330,178202,185603,85948,93026,185747,86278,185603,85506,115686,180677,93036,84914,186803,180878,190568,180880,188979,144272,27160,189782,178830,193000,93536,171376,80219,189502,189315,178866,176923,115685,187939,171355,79588,93036,178201,189315,190568,93207,174622,28855,180807,86299,190334,189502,144682,176916,180782,180347,85489,149692,85489,171377,175556
