"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250"
"11",168395,134506,106357,190131,95079,92313,88955,96328,143469,134506,136646,97440,106350,101167,63945,136890,99363,86841,69697,196861,90309,144122,97415,196736,63945,192672,93156,136646,95112,88960,136647,99751,99751,143469,189562,99426,138123,189565,185744,95094,95095,110023,97851,123839,95089,143452,192672,92809,99437,86841,175586,96328,151894,88964,28850,85958,136891,181056,101957,85958,171375,105604,99437,196844,92024,143455,97414,99452,97853,88965,99544,85940,194383,85939,97411,123839,85940,143499,28850,136643,97411,105768,99365,189497,106352,90309,92313,105239,143469,95088,99426,85943,99426,195243,101157,105298,88993,87420,181057,194079,95090,99424,101166,105293,96328,136941,48685,101167,63945,99413,105294,48659,104812,104812,196736,182564,64085,107353,105767,88962,159741,20679,136645,110023,88950,92313,106352,196999,88964,88955,88954,99436,88959,115162,105524,93693,99552,97851,149323,105296,36274,105529,99365,118056,187582,69697,196999,101873,194079,186975,88981,144319,106668,144343,88995,92312,138084,48685,97417,143455,92436,105297,196843,101170,143450,48685,64085,106360,20679,99417,192617,179589,101160,85939,134292,182564,196737,28850,182564,98907,159741,144122,136645,106504,181057,93156,99548,95091,186975,99431,55756,118056,72141,136891,101873,89002,95089,192618,101168,101171,96327,105241,101171,34402,88954,159741,143499,172169,105296,96329,101062,99437,106697,136645,101164,96328,101167,101166,99413,99542,143469,102378,144319,99417,143471,88994,95112,175580,106358,172169,197001,192617,86841,143499,99418,196846,159741,80060,72140,55756,151894,194079,106668,196999,134292,79970,192618,196355,97411,95094
"12",88999,95088,95079,105827,85939,187582,115162,64085,181056,105830,104812,98907,97853,189565,49856,194382,99552,159735,177025,144343,97694,196355,99368,88989,105525,88980,79970,55756,106358,99423,55757,97411,88954,177025,88953,48659,196355,88981,92481,97853,99546,137641,99437,88989,159734,106350,134498,187582,97417,101063,196545,194380,99431,97733,96328,99431,144343,97846,101164,138084,99425,88961,88961,101059,185533,137641,134498,159734,98907,93024,97410,88973,89952,187582,20679,136644,98907,159739,88960,63538,159736,181056,92312,151894,159736,105239,171375,143379,97695,86828,92888,95079,63924,181058,101167,159734,135697,106504,97439,196846,175580,34402,99437,88993,106483,175574,106352,86829,49854,86828,105529,101955,57944,87420,49855,88049,196847,55756,196843,105295,101060,106357,101163,96435,99456,192618,144343,99363,99552,88968,97411,85939,99363,99423,101059,96328,87420,143455,137641,97415,136647,101877,99413,95089,189565,97695,88968,143449,99417,159736,64085,91830,106356,57944,64085,134302,196999,88956,85958,92024,34402,88978,149547,141537,88950,101061,88955,101877,189562,115162,95091,101169,88961,144343,144341,99365,87420,85940,196847,136890,99468,192672,97417,185533,187582,101828,101059,101168,187940,101165,181057,85940,80838,97439,106351,138123,88999,57944,34888,48659,101169,196844,185744,159736,105238,99456,57944,196843,95112,143462,91830,144122,88068,101963,101157,143462,85940,88978,92888,136481,181056,196847,97846,99421,99416,106360,196848,106359,101157,151894,99413,106668,136941,99426,92480,175586,94651,105604,145501,101060,49853,118056,101955,99437,92313,96328,117530,105527,105294,105295
"13",106697,101955,110023,86841,192598,106353,88960,115162,96329,192598,106349,94651,85958,88963,101159,97428,102284,97846,92024,194382,134506,194381,109710,99546,101167,20679,49853,185533,159740,106349,101060,101167,34888,144344,159735,97414,99421,88951,101160,48695,143312,107352,97846,106668,95090,196355,97410,107352,105239,159741,101962,101873,192618,99436,97409,106349,48695,88981,98907,107352,99368,55757,106697,92807,110023,99417,104812,80838,196712,105241,99419,103539,101963,101962,102378,106697,95091,181057,88068,115162,92481,28850,92480,87420,144341,88969,36274,92436,196848,101163,88973,99237,106361,48695,49856,194380,181057,136487,93156,197001,143312,144343,196736,87420,159734,101873,194380,106357,34402,186975,106538,85943,88997,79970,194380,88951,88993,92310,144341,136647,171026,99419,99751,96328,97411,187940,88999,88993,95095,105604,88953,93156,196842,105298,105525,69697,93156,144341,102378,192617,88969,99419,99431,85939,101157,136644,187582,99424,136891,109490,88957,196843,172168,105525,88962,151894,106351,88980,149547,105527,97415,196843,99416,136648,99552,101962,88981,101062,187582,48695,89002,72141,105296,64085,159735,95095,34888,92480,88993,134292,97414,92313,196998,98907,194079,143195,88998,159734,88970,99468,99421,96328,181058,97440,196736,34888,95095,89000,106483,159737,137680,143463,107353,79970,123839,189565,55756,49855,99751,93024,172169,181056,99425,92024,80838,88963,105297,179589,101157,99457,105297,106360,101955,99548,103539,101877,99424,149323,88978,99431,196847,95092,97410,88049,99424,106359,159739,159738,94651,182566,97410,105524,171026,106483,101166,101957,101877,38348,63538,88950
"14",143450,97440,85958,194548,106360,182566,99453,88953,101962,194548,99368,101169,143379,99413,123839,101169,34888,85958,96328,36274,175586,101164,85943,88992,143471,96435,97439,88995,101828,105604,175580,181056,189497,99751,106358,116354,177602,99413,192672,88066,97693,159735,106668,181057,144122,99457,105767,63538,136647,89000,105525,36274,88068,192672,104812,105525,86828,88968,99552,85940,92809,96875,105523,49854,106358,181057,144368,106358,175580,88970,106356,88974,99425,192598,49854,181056,187940,86841,189497,92312,101064,104812,92807,101877,117926,86841,99417,99422,72140,159734,49854,106668,105826,86829,194381,171375,48695,99414,88068,172168,141537,196712,105523,143312,96435,189563,145499,134292,136647,194548,107353,135697,55756,101160,106352,92024,106356,105827,99751,103539,101165,88068,106350,136647,89952,168395,36274,88951,94651,192617,189563,189565,57944,88961,97415,88951,101171,97409,101875,95112,138123,144344,88961,86828,192598,36274,196712,179589,143469,137680,99456,101157,105524,101877,143467,92310,88998,101059,189497,143463,91830,85958,137641,144368,99419,34888,109710,106483,63538,89952,101062,144344,172169,194079,88993,99553,143471,97409,181058,92310,101059,137641,196843,88964,88969,92480,105524,115162,101163,136891,194548,95112,151894,86841,97411,101877,95112,109490,106483,85958,101157,109710,105699,99423,144122,105527,106356,196846,117926,92807,196846,49854,88962,189563,196844,96435,88984,143499,151894,138084,63538,117530,136647,144344,95324,136644,69697,95092,88049,85939,86841,177602,159740,143312,134292,172168,88981,57944,143462,110023,88951,105827,97428,91830,88956,136648,117530,99436,144343,189565
"15",105529,88965,101062,97694,143467,175580,86841,95092,105524,99422,196998,105294,101877,101061,49853,136648,97428,101060,99456,106356,99751,159736,159740,99553,195613,102378,88978,194079,186975,99431,97846,106360,99457,99414,182566,99422,159737,92809,196736,101169,101166,99454,144319,101170,134292,34402,96875,101159,95324,97694,143455,143471,105296,88984,99468,149323,85940,195613,123839,185744,138084,106352,134498,143462,88963,96435,101168,144319,99416,99548,107352,159738,88970,115162,99454,95092,136645,85939,143462,192618,106356,118056,95095,101877,105830,138123,101064,97439,105296,86841,134302,89002,99413,101166,138068,95092,99456,93693,88068,109490,97846,105604,102378,194381,88956,88962,145501,101165,92312,34402,88964,92480,134304,101828,144122,115162,105767,181057,136645,187940,101875,64085,88068,101875,118056,109710,134292,97440,143455,105525,118056,102378,105829,194079,185533,101062,144343,192598,143462,144122,106352,190131,99421,97695,106360,57944,88992,102284,88959,101166,99553,185533,99468,196846,89952,88954,186975,143195,88997,88962,99457,99422,99457,196861,105768,99468,95090,143452,88962,101159,109710,138068,79970,88980,151894,136890,101170,87420,96435,105830,101166,179589,99416,194380,80838,57944,85939,89952,136890,144344,95112,49853,99548,144368,86829,123839,175580,88963,172168,189565,88989,181057,92024,144344,105298,99415,100138,137641,93693,192618,135441,123839,95079,159741,48685,97693,134498,49853,95088,105604,190131,99544,88956,190131,72140,99425,94651,105830,88968,101955,189497,151894,143312,97411,95079,135441,48685,105523,99417,143499,101164,97851,49853,88980,85943,64085,99420,97410,143452,99418
"16",92809,88993,116354,143379,109490,168395,88994,99374,194381,48659,88954,88954,99546,88959,149547,80060,95088,97414,97411,88957,49853,175580,101962,92481,136891,105241,105241,28850,106697,105830,101163,88989,88959,92807,105238,55756,95092,101170,49853,138084,99452,136643,105826,118056,101159,88989,95095,92807,95091,101163,105296,159736,99546,105604,69697,106350,105604,88969,134498,196847,99412,99751,175574,101170,138123,88998,99452,86828,107353,88997,99453,137680,105525,88973,99415,89952,88989,149323,192618,93024,36274,192598,137641,99412,49854,64085,136487,97428,85939,159738,99368,106360,99420,89002,197001,88999,96329,172168,101060,63924,106352,97428,101873,99420,92024,88989,106361,177022,144343,196843,136890,57781,105768,88973,85958,96875,106351,97415,85940,96329,149323,106538,105826,105529,88965,145499,101061,92024,88960,96327,106353,88955,101170,97695,88950,88970,171375,143450,49854,88950,105604,136648,101962,105294,130792,106504,99418,189562,144343,106697,92807,159741,105296,95091,88999,107352,175580,88994,93693,85939,175580,88956,143452,106360,159737,88974,159740,99420,105830,96329,88984,99412,97440,55757,137641,136647,151894,93024,96875,105767,105830,117530,69697,144344,99552,99425,94651,196847,97693,88068,143467,134292,99436,134292,110023,92807,195243,101160,95112,95112,101159,106353,144368,187582,134498,106697,196999,96327,101873,105827,101059,97439,130792,97694,63538,138068,93693,34402,85940,149547,95112,55756,143467,105239,86829,99468,88997,20679,197001,95324,99425,196355,72140,48659,99426,88973,99468,134304,88960,143379,85943,106349,105524,130792,177022,85940,159737,195243,95112,101157
"17",196998,181057,172169,97853,88951,95091,85940,196861,177025,189497,101875,172169,101165,106359,99413,106504,95090,36274,101828,143452,144344,189497,63538,149323,97694,101168,88989,89000,49853,110023,181058,143462,92481,88998,179589,38348,101164,171375,88993,103539,101062,101875,196847,88989,182566,95079,49853,99431,88066,97695,141537,196355,99437,99426,137680,99421,144122,97440,88953,105523,144344,136648,99426,89000,135697,116354,98907,99452,93693,99548,196999,99420,195243,145501,197001,105829,101060,88997,194380,194548,135441,96435,57944,190131,101164,186975,99454,136891,97693,143312,92310,106483,136891,177025,149547,192598,97695,105523,179589,105827,101962,171375,97846,86829,194548,182566,99548,179589,95095,63945,110023,95091,72141,95079,88998,95088,194381,88995,134498,101875,144341,143450,106359,97733,144368,101873,123839,97733,196712,143455,136891,88977,99415,181057,105298,105296,85943,97694,135441,92481,92024,117530,97695,134302,194548,194381,63538,159737,182566,88951,92313,91830,187940,138123,106538,189563,145499,171026,97733,79970,97440,88993,143195,97428,196736,99414,95094,97847,136891,57944,101063,89002,92888,93024,105830,99426,106668,63538,97417,88974,138084,88999,88950,143455,196847,79970,96328,149323,97846,106358,194079,159739,143450,101828,105829,98907,115162,95079,196846,168395,117926,86841,28850,86829,101159,88956,93024,93156,116354,64085,100138,197000,137680,48695,88049,99417,197000,72141,99425,89002,194079,101171,92024,97853,143450,100138,192618,105699,36274,99417,92481,95089,189563,187940,92481,105699,123839,49853,159736,99237,88966,88954,96435,88951,55756,91830,95088,99468,177025,106538
"18",109710,92310,99456,101159,136487,95079,99542,143312,63945,89952,137680,143469,36274,145499,103539,196998,99237,92481,175580,135697,99456,194382,99425,123839,87420,94651,99426,186975,96327,99552,194382,144122,97409,88066,88964,143195,194383,86841,105241,189562,97694,105827,95089,106504,88955,145499,105529,95089,97415,105767,92312,104812,143469,99417,92312,99420,186975,97410,101875,135441,136481,190131,105295,99456,88049,99365,110023,143471,88951,143469,88980,187940,88981,196844,88961,101157,196861,106353,101166,196844,106538,96875,106504,97851,88998,89002,144368,134292,105768,144122,194382,159735,95089,99437,149547,106349,123839,105768,136890,55756,187582,196847,105826,48659,49853,151894,159738,102378,179589,92024,104812,88995,88066,95112,194382,107352,185533,88950,36274,196842,101064,92480,196736,149547,105768,182564,99363,101062,143467,192618,106483,105767,159737,97409,143452,95324,106356,88995,105239,134304,88981,109490,20679,130792,143449,144341,92809,99418,85943,159741,99553,196737,34402,143499,99424,92807,175586,85940,145501,92024,99365,101166,95088,96328,189563,99424,192672,36274,144344,101157,86828,95095,159740,159737,143312,97733,196736,101877,95079,48659,99546,104812,187940,99751,159739,97414,89002,175586,93156,138123,88965,143463,34402,144368,159741,99548,136487,89952,85939,172169,101064,101062,99237,34402,99416,189497,101060,95095,101164,94651,99431,95094,55756,101955,106350,98907,101963,196847,159739,95112,97853,101963,195613,48695,106357,107353,105298,99423,102378,95324,88963,145501,135441,117926,97853,135441,101877,136487,197001,143499,143312,177022,103539,143471,96875,105829,189562,97439,99423,192618
"19",95095,105830,88965,99437,196846,136648,105827,192598,143463,182566,192618,196844,103539,185744,99456,92807,48685,99412,105241,72141,89952,196712,101064,88956,143452,97846,123839,196998,101163,136481,97847,144341,136487,96327,138123,97428,143469,101171,171026,194548,151894,99413,88999,105524,136891,110023,106668,72141,96875,99553,144341,106697,194383,88068,80838,99418,106353,181057,96435,88997,143450,101061,99421,175574,88951,194382,99237,88980,97846,92807,138068,92809,181057,105767,55757,118056,99468,192672,182564,137641,96327,182564,101877,106349,86828,194079,123839,86841,101957,88995,101064,97853,179589,196844,195243,85958,99237,95091,49853,96435,99420,143195,143469,97411,116354,95112,96435,99456,117530,88980,99548,49855,97847,159737,88995,85939,105239,134292,105826,143379,159737,101166,89952,63945,130792,80060,175580,143499,105298,99368,99544,136891,95088,88957,196842,88995,99237,101062,92313,182566,102284,49856,106697,192617,93024,105828,88966,88973,159740,101062,101062,105768,159740,186975,99419,106350,159739,171026,99436,159735,99365,96875,144122,63924,49853,97417,106360,93024,109710,118056,95090,92436,143312,106357,136487,105238,49856,97410,95090,101165,99421,196737,88984,89000,192598,106538,143449,101162,171375,134498,92312,97415,106483,101963,175580,97695,97414,196545,99416,97409,95094,187940,88965,92481,88992,57944,88992,123839,196844,85943,88964,96327,96435,143471,89002,175586,80060,97847,106697,48685,144319,105830,95112,105828,95112,136648,192618,89952,88953,97417,69697,97694,99452,88980,138068,187940,159738,149547,99417,79970,179589,143450,143455,105298,144341,143462,88984,49853,123839,97440
"20",93156,88962,194079,123839,95092,145501,196545,99431,99363,92809,103539,99468,196998,106697,137641,97440,144319,192598,149547,88992,86828,177022,88066,143195,159734,95094,99422,105298,95324,99418,134302,101165,110023,101165,95089,106697,86841,99365,99436,88998,182564,97439,185744,159739,106352,88999,88984,99468,96329,179589,144368,195613,97847,99426,143469,85943,104812,88961,196999,92480,103539,105524,143462,159735,175574,88960,109490,168395,107352,110023,190131,138084,99420,101165,106352,88968,106349,55757,105829,38348,99421,105830,99423,109710,28850,99418,99426,196999,134498,136487,175586,105699,88049,93156,171375,196545,171026,99423,99552,105768,97733,172169,38348,95092,159739,105768,105527,101171,101061,88970,116354,101167,172168,143449,88968,109490,109710,63924,134302,85958,88049,194380,92807,99544,143462,88049,196545,97414,143499,106353,143452,57944,105828,49853,143452,101063,187582,159735,89952,88993,99546,101170,106504,88968,136645,101962,99415,88978,88994,171026,99417,95324,97851,63538,80838,88068,138068,101161,88955,106353,144122,106352,105294,95095,92480,92481,99468,105830,181056,99368,135697,105241,136481,99542,151894,103539,143195,101063,134302,88974,105238,144341,101828,136941,92310,97417,99453,136648,106697,106349,101165,89002,87420,97733,88963,144319,136891,88995,144368,194381,136891,143452,101166,196847,105827,177025,197001,101062,175574,92313,88977,20679,106358,88956,105829,97409,101955,93156,143471,99553,106349,95089,143471,92809,97417,99546,192618,134304,101164,177025,194381,104812,80838,106353,143379,105604,106357,96327,110023,197001,106538,92888,159736,97440,159734,106353,143455,48659,105524,92481
"21",99414,172169,136487,196861,80838,168395,177602,96875,95324,194548,106358,196843,105828,194383,105241,99426,88965,57944,93024,101963,97439,196846,171026,99456,92481,159738,107353,88978,101169,49856,97847,136891,196843,95092,196737,88951,171375,192598,196861,107353,101171,88997,106349,80060,97414,95112,106357,106350,194382,187940,101165,185533,196998,138123,95112,196861,196736,134498,98907,97409,106351,88974,105699,192672,99437,105827,138084,107352,168395,95112,134304,181057,159736,101169,88994,144343,177602,101059,88953,95089,101166,192672,88998,97411,144368,99421,92436,136890,110023,143450,105298,105239,106697,88953,105524,101957,196737,185533,97415,175586,143452,105829,106353,88997,194548,99751,99421,88955,194381,101060,144319,106668,196843,181057,136891,187582,88955,118056,177602,186975,88965,181058,135697,99423,99412,106360,88980,63538,149323,107353,55756,95092,106357,95089,190131,182566,99751,92888,144368,116354,85958,99553,106349,197001,143452,88950,99412,99417,99365,144319,101063,105296,88969,196545,72140,136487,116354,55757,192617,55756,130792,189563,88992,106504,96875,196736,99421,88992,97693,88964,197000,143467,175586,99416,181057,88993,192618,197000,105294,144344,168395,144341,99363,98907,194383,106668,143499,196848,143195,88981,95079,196861,144341,88973,101955,159735,99368,192672,89952,88993,105296,101873,85939,143463,88963,118056,106697,96327,171026,106504,88954,88965,88955,99421,34888,109710,48695,88980,34888,69697,101873,101166,97439,168395,88968,99419,95079,177025,197001,105829,80060,88955,88998,187582,99421,88981,92888,105527,189497,88953,49856,92310,143452,181058,105767,196737,88989,171026,106697,186975
"22",195613,136481,130792,196545,168395,88956,194079,99422,135697,105699,99544,189562,159736,88977,95090,159734,168395,96328,101157,99374,159735,88959,95094,105296,107352,88965,98907,99421,88993,86828,144343,97417,92480,88984,141537,195613,105239,144344,97693,151894,194380,85958,99552,151894,145501,92436,141537,182564,136487,93024,136487,196848,99453,175574,95092,99423,49853,105830,96329,196847,99423,88966,143463,101062,194380,196712,143379,192617,117926,88965,101062,92888,136644,80838,105238,95089,101059,107352,135441,175580,143455,88965,109490,196712,136647,196843,99436,106358,99437,105525,136645,92312,143469,101063,95090,136643,196355,99421,88954,101962,88961,136481,97847,105294,136644,192618,101962,185533,95090,144341,197000,97846,88997,101161,194381,136891,98907,110023,177022,101169,105827,80060,101873,101171,175574,105298,101159,105238,88953,88999,101060,196545,88974,88998,96328,88973,106349,159741,63945,95089,194548,177025,106349,92436,93693,101163,97411,63945,101166,102284,96327,101165,88995,99368,130792,134498,159738,49856,196848,106360,101166,118056,192617,189497,159738,99546,99456,144319,151894,168395,88970,196848,88974,144344,101060,99368,101064,134506,177602,99544,189562,136643,182566,105829,88997,177022,88951,195243,159734,105699,88959,159741,197000,96329,136644,159739,48695,95092,134302,109710,159740,123839,143467,97847,136643,136645,89952,57944,99542,105296,88998,159741,136646,99419,134292,179589,106357,107353,168395,105830,106358,99457,194548,105527,110023,88993,99456,57781,144344,177025,95095,88951,136647,72140,106504,99417,80838,144344,105298,110023,101169,192598,88981,20679,99552,101170,105767,105296,196712,105239
"23",99456,63924,85939,192617,134292,159735,105525,106483,63945,101169,159734,55756,95079,99751,106356,136645,144344,101877,136891,105527,99416,136891,105524,80838,99374,99414,97440,104812,101167,28850,99237,99419,138084,171026,88953,117926,88962,99418,86841,106538,85958,101064,106350,159738,143450,137641,88960,144341,143463,97409,88974,141537,179589,95088,49855,101157,88993,144341,106356,179589,136941,105767,93693,144344,144368,105296,101165,99414,93024,101169,196712,99454,92310,105604,99436,85939,105297,137680,88997,143452,106359,143452,105297,99414,105295,93024,106353,101061,88977,105298,117530,123839,97733,182566,105829,99424,159738,95092,196848,105699,92310,99414,99237,97695,94651,88963,109490,136647,177025,106538,92312,105295,136648,196846,194548,88066,105239,49855,144344,86828,101168,151894,105296,38348,101957,106356,186975,97409,151894,106349,96329,97428,105523,143452,103539,159734,88962,88066,88989,88959,80838,105239,105527,106697,95112,95088,105768,105699,192618,143467,101170,63538,88989,196844,99413,151894,101963,192618,105768,101164,96327,49856,99457,88989,101955,196712,143463,105298,143450,105828,196844,88981,90309,196737,118056,99365,69697,143195,99374,136646,101877,63538,106360,182564,99436,106359,88974,106351,88993,88998,105826,88959,137680,101062,196847,149547,99420,105767,99412,88997,181058,57781,88981,99418,144343,99424,134506,135697,134506,48659,49854,118056,138068,88973,134506,144319,95091,88989,104812,97846,105298,49854,106361,105298,196861,175586,105293,116354,136644,88955,97440,194079,92313,105296,28850,194079,95094,101157,93024,88969,144368,101166,97851,28850,88978,95090,95079,49853,99365,88995
"24",85940,105296,136487,196712,175586,88955,151894,181058,101159,99374,88068,95090,106352,48659,97851,105525,135441,144368,95090,101060,117530,99751,88968,177602,92807,101167,196355,97846,136890,92024,100138,101171,99437,94651,97693,144122,159741,88968,106359,92024,88959,107352,196712,159735,69697,80060,143463,196843,99424,136487,98907,187582,88984,97414,88956,99454,88959,92807,149547,105297,88068,143449,105523,99417,106359,144122,99468,49854,105828,72141,136643,105830,99426,105294,105238,143462,106668,97439,159740,88066,101059,88995,159739,101062,186975,97417,196998,106360,106360,189563,192617,88974,99423,48685,135441,97846,99419,102284,88968,175580,89000,63538,102378,196848,182566,136647,99422,106349,88984,196843,99452,97846,88049,194548,136941,189562,136487,97411,172168,97409,101875,99751,194383,99415,159738,101166,57944,105241,109710,177025,99424,89002,92313,95079,86828,97853,85939,182566,105527,92312,159738,86829,97733,49856,99468,49853,97417,57944,196843,101877,143463,106357,143499,92024,101963,88962,55757,99416,89000,143450,104812,196847,106352,181057,55757,101877,134498,136648,97440,123839,196998,106349,106353,105525,99453,72141,99426,97411,85940,88066,97847,144368,57944,94651,34888,90309,97846,97440,115162,95090,136890,105604,109490,88981,88970,101169,95112,92480,55757,106668,105293,57781,196999,97847,72141,101160,136648,105604,88960,101061,136646,187582,101162,96435,97414,159736,88974,99237,143469,94651,88966,88956,96435,115162,190131,99456,101167,117926,159740,100138,99415,109490,97847,105827,182566,134506,143455,135441,96435,149323,28850,144344,197001,99365,99544,106358,88973,138068,135697,72141
"25",97440,134302,106358,105293,196848,196847,86828,97411,143452,87420,105238,101064,88977,143455,101164,85943,182564,179589,80838,88961,49855,136644,101060,143195,105767,48695,88960,115162,101160,80838,189565,101873,151894,99456,101877,99422,136890,181056,101875,99413,136890,99374,196842,89000,99412,97411,48685,196861,143379,136891,101963,136648,159736,105527,99544,89002,88970,55756,172169,143312,64085,36274,95112,192598,88964,20679,196712,64085,99436,196847,105524,95092,69697,185533,144368,136891,96329,99368,196843,99452,109490,93156,136890,101877,143312,143195,97847,143455,168395,168395,105827,106352,179589,196712,101063,196861,85939,99437,149547,182564,88978,99424,99416,141537,99552,196999,49854,105239,101170,97417,88068,99542,88992,88970,91830,101169,101061,136647,196737,88978,196842,97853,101955,57944,88954,196861,144319,88963,99422,88953,192618,88995,99751,88984,196846,92436,105827,187582,181057,101962,88968,106538,88994,101159,55757,88998,88956,99363,64085,187940,109490,88995,104812,88995,48659,101061,187940,85939,93024,101168,159736,136941,101168,106357,88994,99548,171375,97417,98907,92809,49853,101169,136645,192617,105298,99423,196843,99374,49855,144122,105294,20679,86829,159736,136644,101061,143455,151894,88966,141537,135441,194381,101059,130792,105527,105295,55756,105295,88962,189565,143499,179589,99413,93024,49855,102378,143471,105295,92313,86841,72140,98907,134302,88964,99421,134506,186975,181056,159736,159734,143312,196712,144341,49855,159734,101873,86828,107352,92312,196847,105296,28850,96435,105295,101170,89952,187582,86828,105296,105241,185744,196848,63945,88997,192618,88957,107352,143499,34888,194380
"26",88068,97410,149323,49853,136481,96327,97695,88998,99424,92807,97411,97428,92807,145499,138123,57944,187940,86829,88974,49855,101162,89002,105295,48659,101159,106504,88977,20679,136644,101159,101159,88068,86841,182566,106359,20679,136648,196843,48659,143467,86829,143195,117530,97411,189562,95091,88068,88968,196737,92310,189563,97414,88973,99544,88066,117926,134304,105294,182564,106538,57781,194380,105239,109490,101060,88968,99419,106356,99544,196736,106352,88998,107352,99363,55757,102378,95090,97428,86828,99544,96435,99368,106353,159738,171026,92436,105830,97414,97415,88970,189562,99751,95088,194079,196844,171375,88049,182566,135697,88955,88993,97695,102378,196545,64085,92313,99416,137680,106351,63924,105829,101164,134506,90309,99368,105830,88974,143467,101157,145501,105699,49854,192618,98907,101875,101059,97410,93693,34402,106350,110023,106668,196999,99415,95092,109490,88955,189562,91830,88954,186975,101170,182564,99546,189563,88960,97694,189562,144319,105828,97411,88984,101167,101165,88961,97428,101955,136487,105830,88957,97846,99365,99426,106356,134292,115162,88973,134292,48685,106349,105604,187940,134302,93693,93024,88969,88980,99421,101169,109710,92024,101828,101877,143467,89000,144341,196999,87420,88950,88984,144368,99453,92310,105297,105604,145501,143452,88993,196736,80060,185744,144341,143455,97694,105830,101059,49853,171026,159741,101170,196712,109710,109490,38348,88974,105298,101957,105827,48695,97440,88068,189497,101059,99542,99544,99544,141537,49854,88968,172168,88978,101963,88995,105524,177022,143312,143455,88950,136481,99237,105767,99546,106351,195243,97415,187940,99419,88956,106361,49853
"27",106697,92480,143462,99237,145499,106350,95094,196712,55757,88960,101873,86828,85940,64085,99412,105767,185744,136644,97417,88969,105699,88989,88978,189562,89952,99237,92310,96328,99414,177025,182566,109710,196999,192672,136648,110023,109710,105297,105295,101957,97847,101166,99368,99426,196846,99416,99414,97410,101962,106351,196355,105826,144319,88993,101063,34402,95092,135697,106349,101170,159737,189562,101957,105527,105699,196843,34888,197000,105529,196355,182566,144122,138084,34888,101962,195243,99363,95079,196737,88970,86841,88999,105767,100138,106483,185533,117530,92436,49854,72140,116354,49855,195613,93693,197000,99457,105529,63945,88950,136643,196545,92807,143469,175574,97846,99423,101061,106538,143312,143463,88999,106350,105298,143499,182566,100138,192598,175574,138068,145501,93693,192618,92480,144368,64085,88966,105241,96327,194380,118056,92310,143467,106504,144122,105523,159739,79970,196737,177602,172169,194383,34888,98907,105238,192672,105767,101877,105238,86829,101157,88953,88978,88989,196848,88989,20679,189497,143195,134498,92313,99552,97411,101161,96435,136890,194382,63538,105241,101159,102378,88953,90309,88970,72140,136487,144341,88965,136890,106697,136941,102378,97415,88966,95094,105828,143499,97693,99237,136645,55757,105238,196737,88965,181057,105298,196861,79970,134506,187940,159739,105294,101163,99437,86829,88977,88998,175574,143471,99413,88973,99456,95088,105826,99423,189563,99751,97415,105524,88999,96328,159738,97440,72140,194381,106358,95094,130792,97415,143312,36274,88992,92436,143462,101061,134506,194381,99414,48685,94651,63924,102378,105699,92481,97851,118056,101875,101059,172168,101877,106357
